company_name,glusr_usr_mobile_country,mobile1,mobile2,pns_no,email_verified,mobile_verified,contact_address,city_state_zip,glusr_usr_company_desc,country_code,primary_phone,city,state,pincode,industry,,match_status
Autocom Industries,91,9840997828,9840482712,8045385286,Verified,Verified,Plot No. 320 SIDCO Industrial Estate Ambattur Chennai Tamil Nadu 600098, Chennai Tamil Nadu 600098,history\r\n\r\nestablished in 1985\r\n\r\nfocus\r\n\r\n&nbsp;focused on service valves &amp; flared tube fittings\r\n\r\nproduct line\r\n\r\na world-leading range of compressor service valves rota lock valves capacity control valves ball valves vertical valves distributors brass fittings and many other types and spare parts.\r\n\r\nquality\r\n\r\nall major approvals\r\n\r\n\r\niso 9001 : 2008(since 1994)\r\ntotal process improvement program including lean manufacturing and six sigma\r\n\r\nengineering\r\n\r\nleader in valve design with many first-to-market innovations\r\nextensive engineering r&amp;d cycle test facilities and stress analysis\r\nproven ability to satisfy special project requirements\r\nfield engineering services\r\n\r\nproduction capabilities\r\n\r\nautomated production &nbsp;we pride ourselves on our ability to respond quickly to your requirements and offer complete valve packages from a single source.\r\n,91,9.20E+11,Chennai,Tamil Nadu,600098,Manufacturing,,MATCH
Tulliyam Metrology,91,9445062853,,8048007100,Verified,Verified,13/1 Block 2 First Floor SIDCO Electronic Complex Phase 3 Guindy Industrial Estate (Near Sidco Chennai Tamil Nadu 600032, Chennai Tamil Nadu 600032,tulliyam metrology offers wide range of accessories for contact type metrology equipments like surface finish tester contour measuring and roundness/cylindricity testers. with only the basic equipment imported from abroad the measurement start up does not happen immediately.the work holding accessories anti vibration tables and even drive unit fixing elements help the user to a great extent for making the first measurement possible with minimum start up and set up time. in addition there is a lot of cost saving due to these items being fully indigenized. as an extended innovation customized fixtures and custom built machines are the hallmark of our depth of the knowledge in the subject.our product portfolio is:anti vibration tableswork holding accessoriesdrive unit holding accessoriesfixturescustomised machinesexit inspection stationour export to o.e.ms&rsquo; parent companies endorse our commitment to quality innovation and dedication to serve the customers.&nbsp;,91,9.19E+11,Chennai,Tamil Nadu,600032,Hospitality & Tourism,,UNKNOWN
Everbright Engineering,91,8754451935,,8045138471,Verified,Verified,No 90/9 Veeramamunivar Street Ambal Nagar Ekkatuthanga Chennai Tamil Nadu 600032, Chennai Tamil Nadu 600032,offering cnc turning workwe are the leading manufacturer and supplier of hex bolt scaffolding accessories bearing cup stainless steel spindle seal nut piston valve rotating joint adapter stainless steel plunger and many more..,91,9.19E+11,Chennai,Tamil Nadu,600032,Manufacturing,,MATCH
Kwallity Polyfilms,91,9841122100,9170999916,8048621379,Verified,Verified,New No. 49 Plot No. 26 B-2 North Phase Ambattur SIDCO Industrial Estate Chennai Tamil Nadu 600098, Chennai Tamil Nadu 600098,our firm is being nurtured and groomed by dreaming and daring entrepreneurs with a visionary approach. the firm manufactures stretch film pet preforms and containers using latest updated machinery. from the time of its inception our firm has constantly provided quality products and unmatched technology to its increasing customer which mainly caters to the packaged drinking water manufacturer. the brand kwality has become famous all over india within a short span of time. we are delivering pet containers (bubble top) too many reputed packaged drinking water company.approach:producing over 30000 containers per monthlatest state of the art plant & machinerymanufacturing dispenser containers and performstrained manpower,91,9.20E+11,Chennai,Tamil Nadu,600098,Manufacturing,,MATCH
Z N Synergies Private Limited,91,7010773614,9790957584,8048422308,Verified,Verified,No. 38/2 First Floor Venkatachala Street Shenoy Nagar Chennai Tamil Nadu 600030, Chennai Tamil Nadu 600030,zn synergies pvt ltd. is established with a vision to accommodate the ftp community and provide logistics and consultancy services with a mission to cater to the needs of its customers with utmost prime satisfaction.the core area of zns is to offer flexible dependable tailor made concepts and technically evaluated cost effective logistics solutions to its valuable and esteemed customers. established with a rapport and professionals of more than 15 years of commendable experience in global supply chain solutions zns proves to be the trusted brand in global integrated supply chain management system. the team of zns imbibes in them the quality of trust and comradeship in delivering their services to its esteemed customers thereby proving to be the best amongst the service oriented industries.,91,9.17E+11,Chennai,Tamil Nadu,600030,Transportation & Logistics,,UNKNOWN
Chennai Sales Corporation,91,9042757637,8144937413,8048727304,Verified,Verified,Old No. 96 New No. 195 Thambu Chetty Street Chennai Tamil Nadu 600001, Chennai Tamil Nadu 600001,&ldquo;chennai sales corporation&rdquo; is the name of faith in this business and it was started by panel of experts in the year 2010 as a sole proprietorship based entity. our company is instrumental in retailing and wholesaling a superb quality spectrum of ball bearing v belt chain pulley block and weld flange. whatsoever the size of the orders our comprehensive spectrum of products will please all your necessities. with constant plans ahead our firm is on an upward course to set new standards. the expansion is supported with caliber to utilize available technology and evolves innovative production techniques.,91,9.19E+11,Chennai,Tamil Nadu,600001,Retail & E-Commerce,,MATCH
DXN Chennai Wellness,91,9962454359,9962454698,8045384466,Verified,Verified,76a F 3 9th Street Z Block Anna Nagar Chennai Tamil Nadu 600040, Chennai Tamil Nadu 600040,established in the year 2014 we dxn chennai wellness are one of the well-known supplier distributor and retailer of quality assured range of ganozhi shampoo (dxn) chubby baby oil (dxn) ganozhi shampoo (dxn) spirulina (dxn) reishi gano (dxn rg) ganocelium (gl dxn) etc. the provided processed and product is formulated at vendors&rsquo; end in their superior processing unit using quality assured chemical compounds and other related materials with the aid of modern technology. these products are highly acknowledged and praised for their longer shelf life correct formulation reliable formulation and precise ph value. moreover the presented variety of products can be availed in different packaging options at affordable prices. we are supported by the team of experienced &amp; hard-working professionals capable us to make good will in the market. further we employed vendors on the on the basis of their experience and business qualification. our skillful team of expert work hard rounds the clock in close synchronization with clientele to fulfill their diverse needs and demands and offer product to best suit to them. with the aid of our responsible procurement agents we have developed a wide base of genuine and reliable vendors who make sure to deliver finest quality products as per the precise requirements of patrons. we have selected these trusted vendors on the basis of ability to cater large and urgent records market reputation and past records of accomplishments etc.,91,9.20E+11,Chennai,Tamil Nadu,600040,Retail & E-Commerce,,MATCH
Rishub Communications,91,9941147709,8925852628,8045316853,Verified,Verified,No. 96/2 Block A Thiruveedhi Amman Koil Street Koyambedu Chennai Tamil Nadu 600107, Chennai Tamil Nadu 600107,rishub communications started its business in the year 2011 as a sole proprietorship based entity with its business offices located at chennai tamil nadu (india). being a renowned supplier distributor trader and wholesaler in industry we offer products such as epabx  ip pbxvoip gateways &nbsp;time attendance system face recognition system access control system cctv camera and many more. we are also engaged in providing service like networking rack solution to our customers. we believe that there are three channels that must be considered: the sales channel the product channel and the service channel. we are an end to end solutions provider in the information technology and sales and service support. we very well identify synergistic business opportunities for our partners. our company is an authorized distributor for leading organizations in industry like matrix comsec pvt classic telecoms & networking rack solutions godrej security solutions cetrex and time watch. we also help the partner to draw up suitable business plan in consultation with the vendor. structure suitable credit offerings in line with the products and business volumes are being handled by the partner. we have a well-diversified vendor portfolio in all product categories.,91,9.20E+11,Chennai,Tamil Nadu,600107,Technology & Software,,MATCH
Ingenium EPC Consulting And Services Pvt Ltd,91,9962011053,,8071650895,Verified,Verified,30/2B KPS Farm Kovur To Baraniputhur Service Road Periyapanichery Near Dhanlaxmi Mill Chennai Tamil Nadu 600128, Chennai Tamil Nadu 600128,established in the year 2013 ingenium epc consulting and services pvt ltd is one of the famous names in the market. the head office of our business is located in chennai tamil nadu. leveraging the skills of our qualified team of professionals we are instrumental in manufacturing a wide range of industrial fixture metal trolley industrial conveyor storage tank and many more. these products are highly acclaimed for their utmost quality. we also provide fabrication service.,91,9.20E+11,Chennai,Tamil Nadu,600128,Manufacturing,,MISMATCH
Siva Sakthi VInayaga Enterprises,91,9444228085,8807806211,8071867098,Verified,Not Verified,No. 17A Lakshmi Narayana Nagar 3rd Street Pammal Chennai Tamil Nadu 600075, Chennai Tamil Nadu 600075,siva sakthi vinayaga enterprises came into existence in the year 2010 as a sole proprietorship firm at chennai tamil nadu (india). we are engaged in manufacturing and supplying a wide range of corrugated boxes and packaging cartons. our range includes laminated corrugated boxes kraft corrugated boxes corrugated packaging boxes heavy duty corrugated boxes printed corrugated boxes plain corrugated boxes export cartons and more. these boxes are widely used for packaging purposes and are appreciated for their superior quality excellent load capacity light weight tear resistance and fine finish. one can avail customized solutions from us along with buyer label facility. in addition to this we are also offering most reliable manpower consultancy services security guard services and housekeeping services.,91,9.19E+11,Chennai,Tamil Nadu,600075,Manufacturing,,MISMATCH
SK Uniform Manufacturers,91,9941196690,,8048569409,Verified,Verified,No. 42 Kambar Street T T Nagar 100 Feet Road Tharamani Chennai Tamil Nadu 600113, Chennai Tamil Nadu 600113,within a short period of time we have been able to carve a niche in the domestic market by offering our clients quality range of customized institutional wear for schools engineering and medical collages. we are pioneer among the convocation gowns manufacturers in tamilnadu. we &nbsp;manufacture sell and hire convocation robes to various universities. we also make high quality customized suits for mba students. half/full sleeves shirt trousers chef coat apron caps utility uniforms etc for hospitality sector.&nbsp;chennai uniforms is one of the uniforms and fashion clothes manufacturing company. we are specialize in &nbsp;any kind of uniforms. what is our manufacturing capacity.our monthly production capacity is over 5000 sets.we have our own manufacturing systems with powerful capacity.,91,9.20E+11,Chennai,Tamil Nadu,600113,Healthcare Services,,UNKNOWN
Mohan Enterprises,91,9043298170,9840469539,8048107192,Verified,Verified,No. 15 Reddy Raman Street Chennai Tamil Nadu 600079, Chennai Tamil Nadu 600079,mohan enterprises was established in the year 1985. we are leading trader and supplier. our quality team stringently tests these machines on certain quality parameters to ensure quality standardsour range of belt rolls are highly durable and assure optimum performance. these belt rolls offered by us are widely acclaimed for their high tensile strength and long lasting service. these belt rolls are available in market in various standard sizes as per the choices of our clients.clients can avail from us an excellent quality collection of polyester lining that is used to prepare different kinds of textile products. this product is prepared using high grade raw materials with the help of sophisticated technology keeping in mind international standards.,91,9.19E+11,Chennai,Tamil Nadu,600079,Technology & Software,,MATCH
Technico Laboratory Products Private Limited,91,9952968615,9941922154,8048558827,Verified,Not Verified, Chennai Tamil Nadu 600044, Chennai Tamil Nadu 600044,technico laboratory products pvt ltd is an iso certified manufacturing company based in chennai it is one of the very few in-house manufactures of the complete laboratory range to support the laboratory needs of the institutions r&amp;d and testing laboratories.&nbsp;the company apart from its items on regular production stands committed towards meeting any type of custom product required in the market. the customized product ready on demands has a bearing on our technical superiority and proves that our products maximize personnel and professional satisfaction.,91,9.20E+11,Chennai,Tamil Nadu,600044,Healthcare Services,,UNKNOWN
K. R. Dressers,91,9940080833,,8048425890,Verified,Verified,No. 1/4 First Cross Street Shastri Nagar Chennai Tamil Nadu 600020, Chennai Tamil Nadu 600020,mr. rajagopal learnt the trade of creating exquisite comfortable dance costumes under master costumer d s aiyyelu for a period of ten years from 1974 - 1984.he opened his own showroom k r dressers in 1984.today k r dressers undertakes total end to end solution right from sourcing of material tailoring the costume despatching through courier which has endeared them with the dance community the world over.,91,9.20E+11,Chennai,Tamil Nadu,600020,Transportation & Logistics,,UNKNOWN
Industrial Valves & Equipments Private Limited,91,9940011312,9940011311,8046043633,Verified,Verified,New No. 45 Old No. 49 12th Avenue Ashok Nagar Chennai Tamil Nadu 600083, Chennai Tamil Nadu 600083,industrial valves &amp; equipments private limited was established in the year 1979. we are the manufacturer of valves like pressure reducing valves diaphragm control valves piston valves etc. the offered products are manufactured using supreme class raw material and latest technology under the guidance of skilled professionals. these products are highly appreciated for features like rugged construction hassle free performance easy installation energy efficiency and longer service life. further these products are available in various technical specifications in order to meet different requirements of clients. our products are extensively used in both residential and commercial sectors all across the country.being a quality oriented firm we assure to provide utmost pleasure to the clients by offering them high quality products as per their needs. in order to maintain the optimum quality level throughout the production process our team of quality controllers strictly examines the entire process and check all the products on several quality parameters. our principled business policies client centric approach and competitive price structure have garnered a huge client base all across the country.,91,9.20E+11,Chennai,Tamil Nadu,600083,Real Estate & Construction,,MATCH
BSS Facility Services,91,8428832912,9884132922,8048412947,Verified,Verified,No. 15 Kannaki Street M G Nagar Tharamani Chennai Tamil Nadu 600113, Chennai Tamil Nadu 600113,the journey started with specialized services &amp; gradually evolved into a comprehensive integrated housekeeping company. pioneers in important advance mechanical techniques in chennai for specialized services. the achievement has been a delighted one because of the satisfied a growing customer base. we have acquired goodwill especially in corporate housesservices industries hospital &amp; educational institutes that stands out for premium quality. the core principle of the company is to provide value for customer with strict adherence to all statutory compliance. the management is committed to the well being of the employees and plays an important role in providing career growth opportunities to them.,91,9.18E+11,Chennai,Tamil Nadu,600113,Healthcare Services,,UNKNOWN
Ranka & Company,91,9840085755,9840736109,8046064087,Verified,Verified,No. 5/3 Srinivasa Iyer Street Seven Well Next To Jain Temple Chennai Tamil Nadu 600001, Chennai Tamil Nadu 600001,we are leading dealer & suppliers of industrial electrical products like switchgears mcb acb mccb contactors olr mpcb main switches lightings fans air curtains pvc gi ms conduits & fittings wires & power cables shielded flexible & shielded armoured cables joint kits wide range of led lights & fixtures cable accessories cable trays smps control & automation products hoist switches limit switches industrial plugs & sockets testing & measuring instrumentsct coils variable frequency transformers plc drives & plc batteries frc cables & connectors.,91,9.20E+11,Chennai,Tamil Nadu,600001,Manufacturing,,MISMATCH
Pack Chem Industries,91,8428588426,9884515716,8048007576,Verified,Not Verified,No. 125 12th Cross Street Kamaraj Nagar Perungudi Chennai Tamil Nadu 600096, Chennai Tamil Nadu 600096,established in the year 2001 we 'pack chem industries' are a reputed firm involved in manufacturing and re-packing of laboratory chemicals. our range is more than 5000+ fine grade of chemicals. these are prepared by a team of educated experts following industry laid norms and guidelines. the laboratory chemicals we offer are acknowledged for their purity longer shelf life and balanced composition. for retaining the superior quality of these products we provide our range to the clients in air-tight packaging,91,9.18E+11,Chennai,Tamil Nadu,600096,Healthcare Services,,UNKNOWN
Eltron Electricals,91,9840954626,9840200014,8048113898,Verified,Verified,No. 145B Developed Plots Industrial Estate 2nd Cross Street Perungudi Chennai Tamil Nadu 600096, Chennai Tamil Nadu 600096,eltron electricals was commenced in the year 1988 as a partnership based firm. we are instrumental in manufacturing wholesaling and supplying a wide range of combination switch electrical switch pilot lamp holder and more. our products are manufactured by our dedicated professionals using latest technologies and excellent quality raw material. we provide our products at industrial leading prices.,91,9.20E+11,Chennai,Tamil Nadu,600096,Manufacturing,,MATCH
Shan Marketing,91,9710118016,,8048088933,Verified,Verified,# GG1 Ratnam Enclave 1/413 Kamatchi Nagar Mugalivakkam Chennai Tamil Nadu 600125, Chennai Tamil Nadu 600125,in 1989 my family relocated to chennai and to our surprise found that the water was literally orange in colour. we were given to understand that it was due to the iron content present in it. after several enquiries we found that the yellow water could be treated but at a cost much beyond the reach of a common man. it was at that time we started to do a lot of study and after a lot of research and development and with the able help of my designer husband designed and developed the domestic iron remover in 1992 which we see in the market today at a very affordable price. initially the iron remover was manufactured and given to various marketing people who in turn marketed it in their own brands. today we started off with only one product but now host a number of products like softeners & silver based drinking waster systems. these machines do not need power run on gravity and easy to maintain. our innovative spirit strong focus on r & d and our long experience with iron removal has helped us in developing the 3rd generation tandem iron remover. this system apart from being highly cost effective & maintenance free can handle very high levels of iron and is an online system: ie: the raw water can be directly pumped from the bore well or open well directly to the overhead tank thro the system saving a lot to our customer. these equipments not only cater to the need of the domestic market but also to industries restaurants hotels malls hospitals associations builders etc. we also market reverse osmosis system that produce drinking water bettering is 14543 or in other words bottle water from poor quality ground water source that contain a lot of salts. the membrane and the pump are bought out from the best manufacturers from the world & we provide service support locally. the rest of the parts are manufactured locally. we market these products under the brand name treat.,91,9.20E+11,Chennai,Tamil Nadu,600125,Real Estate & Construction,,MATCH
Lenzomem Optics,91,9600536364,,8071742909,Verified,Not Verified,Z175 62 Block 5th Avenue Anna Nagar Chennai Tamil Nadu 600040, Chennai Tamil Nadu 600040,lenzomem optics is a leading optical retailer operating multiple stores in diverse formats. our headquarter is at annanagar chennai &ndash; an ideal hub that supports the effective management of our growth. lenzomem was founded in 2010 by a well experienced optometrist who has experience of almost two decades in indian optical industry.   lenzomem optics is focused on providing valuable convenient relevant and enjoyable quality vision through a diversity of products and services . we offer high-quality designer and exclusive branded frames lenses contact lenses accessories sunglasses and the leading technology in vision correction at competitive price. we've got all the latest technology and up to the minute expertise in eyecare contact lenses and spectacle lenses.  lenzomem operates a team of qualified opticians optometrists and skilled sales personals together they deliver our customers with premium quality products. lenzomem blends technologies talents and proven marketing practices to create a potent mix of effective eye care.  it is our vision to be a leader in the global optical marketplace. by ensuring our staff and products are of the very best standard we hope to offer you a unique optical experience at great value. ,91,9.20E+11,Chennai,Tamil Nadu,600040,Retail & E-Commerce,,MATCH
Metro Metal Trading Corporation,91,8300049909,9710486817,8071815851,Verified,Verified,No. 29/20 Ekamabareswara Mint Street Chennai Tamil Nadu 600003, Chennai Tamil Nadu 600003,as one the largest importers stock holders & suppliers for the following materials: stainless steel sheet plates coils tubes pipes rods wires flats structural fittings and flanges etc. confirming to tp-202 304 304l 309 310 310s 316 316s 316ti 321 410 430. we understand that in your various processes of fabrication and manufacture you have an extensive use of stainless steel in various forms. since 1984 we sidharth sales agencies - have been importing and stocking the best of stainless steelcold-rolled & hot-rolled sheets plates coils tubes pipes rods wires flats structural fittings flanges etc. confirming to tp-202 304 304l 309 310 310s 316 316s 316ti 321 410 430. with thickness range from 0.30 mm to 25 mm in various length and width. our principal sources are in several european countries including spain thailand and south africa. we are the designated premier dealers for sail?s salem steel plant salem and jindal stainless limited - hissar and also for acerinox s.a. spain arcelor mittal stainless ?europe thainox stainless public comp. ltd aperam stainless europe etc for over two decades now we have been meeting the requirements of several leading industry in the fields of architecture building chemicals pharmaceuticals paper rice mills kitchen equipment and more. contd..2 -2- we were the highest off take award winner of salem steel plant sail for all india base and also for southern region. we strive to achieve total customer satisfaction by providing the best quality product and the best customer service at all times. metro metal corporation,91,9.18E+11,Chennai,Tamil Nadu,600003,Manufacturing,,MATCH
Victory Enterprises,91,9444610114,9965578601,8046026088,Verified,Verified,No. 14 Venugopal Mudali Street Chinnakavanam Ponneri Chennai Tamil Nadu 601204, Chennai Tamil Nadu 601204,we&nbsp; are supplier distributor wholesaler retailer established in 2010. we are a company specialized in manufacturing rugs / cotton waste mats. our exclusively focus on rugs / cotton waste mats has helped us to make our customers reach their sourcing goals by better understanding how a product as simple as a rugs can impact the bottom line and increase revenues. our customer base is widespread from different verticals like health care travel and tourism cafe's educational institutions large mnc's and movie theatres. each customer has a different requirement in terms of printing branding quantity and size. whatever your requirements we can deliver.,91,9.19E+11,Chennai,Tamil Nadu,601204,Retail & E-Commerce,,MATCH
Yash Conchem Pvt. Ltd.,91,9444907086,9962049903,8045336651,Verified,Verified,# 877/2 Lotus Colony 3rd Street Thattankulam Road Madhavaram Chennai Tamil Nadu 600060, Chennai Tamil Nadu 600060,yash conchem pvt. ltd. established itself in the year 2009 from its headquarters located at chennai tamil nadu (india). we started our business operations as a private limited company in the industry. repetitive customers&rsquo; orders that we are getting shows our capability of satisfying the rising preferences and demands in a best possible way. we have engaged ourselves as a trader wholesaler dealer and supplier of superior quality products range such as concrete admixture rapid set plugging mortar concrete curing compound industrial grout floor hardener epoxy primer and many more. formulated to accuracy in every term our range satisfies defined parameters of the industry signifying their high standards. the position we hold today in the market is the result of our integrity and excellence in all facets of quality. we are also service provider of waterproofing service and others. beside this clients can easily avail these from us in various packaging options as per their requirements at highly competitive prices within the estimated time span.,91,9.19E+11,Chennai,Tamil Nadu,600060,Manufacturing,,MISMATCH
Sane Heavy Infra (P) Ltd,91,9176447873,,8048406413,Verified,Verified,No. 962 Thiruvottiyur High Road Kaladipet Thiruvottiyur Chennai Tamil Nadu 600019, Chennai Tamil Nadu 600019,venks & co. was commenced in the year 2015 as a sole proprietorship based firm. we have created a noteworthy position in the market by offering excellent quality products at affordable prices. we are involved in trading supplying wholesaling and retailing a wide range of herbal skin care products salon equipment salon chair and more. further we also execute facial steamer maintenance service and hair dryer repairing service. ,91,9.19E+11,Chennai,Tamil Nadu,600019,Retail & E-Commerce,,MATCH
Veeyes Exports,91,9444405835,,8048408371,Verified,Verified,Plot No. 55 3rd Street 2nd Avenue Sriram Nagar Nolambur Chennai Tamil Nadu 600095, Chennai Tamil Nadu 600095,veeyes exports was established in the year 2009. we are trader exporter and supplier of alphonso mangoes fresh banana fresh brinjal red capsicum green cabbage green onion leaves fresh pomegranate green cardamom cinnamon powder etc. our clients appreciation encouragement and criticism related to our products have been the guiding light of our work force. india holds a unique place among the nations of the world endowed with tropical sub-tropical and temperate fruits vegetables and spices of which many are native to the nation. india is thus truly the fruit and vegetable basket of the world. india being a home of wide variety of fruits and vegetables holds a unique position in providing various value added horticultural products. india has maintained its top position for being the largest spices exporter and manufacturer in the world since 15th century. we are one of the leading spices exporting company in india. we are exporters of processed fruits &amp; vegetables which are both useful in cuisine and medicinal and miscellaneous preparations such as papads corn flakes etc. quality taste and benefits to health are the most important areas under which we trade our horticultural products. we are committed to maintain a consistent and strong relationship with our esteemed clients. the products that we supply are tested in our special laboratories for pesticides adulteration and nutrient content. only after a positive result we make them available for packaging. at veeyes exports we handle the varied specifications of each of our clients in serving their needs. nothing being ventured for is nothing gained. we are an innovative company and always seek new ideas as well as new concepts for growth.,91,9.19E+11,Chennai,Tamil Nadu,600095,Manufacturing,,MATCH
Rajamani And Co.,91,9381207724,9444782524,8071923452,Verified,Verified,No. 1 Kannagi Nagar 3rd StreetKorukkupet Chennai Tamil Nadu 600021, Chennai Tamil Nadu 600021,with rich industrial experience and aim to gratify customers immensely we rajamani &amp; co. have commenced operations in the year 2000. we commenced operations as a sole proprietorship owned company and engaged in manufacturing exporting trading and supplying a broad spectrum of buffing soap buffing compound aluminium finishing compound polishing compound home appliance polishing soap and metal polishing soap. the appreciation we got from our clients is just because of the products&rsquo; excellence as well as reliability. manufactured using qualitative raw inputs our products have found application for their excellence almost all across the globe. we do not make any compromise in terms of the products&rsquo; quality and for this; we have undertaken several stringent measures that have been specified by the industry. it is our nominal pricing policy assurance to deliver quality products and making customers satisfied immensely that our company has successfully attained a desired niche in this challenging industry. we export our products to u.k. u.s.a. and indian sub-continent.,91,9.19E+11,Chennai,Tamil Nadu,600021,Manufacturing,,MATCH
Haulmaxx Engineering India Private Limited,91,9789974885,8939822610,8041947002,Verified,Verified,No. 176 First Floor Thambu Chetty Street Shahs Towers Chennai Tamil Nadu 600001, Chennai Tamil Nadu 600001,haulmaxx engineering india pvt ltd (heipl) is a leading indian  company in the engineering &amp; manufacturing sector specialized in  design &amp; manufacture of multi wheel transporters special purpose  machines prefabrication &amp; erection for indian and export markets.  in the manufacturing sector haulmaxx has niche and proven domain  expertise distinctive engineering &amp; design skills and innovative  approach to ensure customer expectations are exceeded in terms of  quality and service.\r\nthe company&rsquo;s solutions enable clients to  maximize returns on their investment by achieving faster time to market  reduced total cost of ownership resulting into high levels of customer  satisfaction.\r\nheipl has a pan india footprint through its  operations in chennai and kochi. haulmaxx&rsquo;s track record for value  delivery is supported by professionals who provide a unique blend of  culture domain expertise and in depth technology skill sets.\r\nquality assurance with value addition to every customer is the motto of the company.,91,9.20E+11,Chennai,Tamil Nadu,600001,Financial Services & Banking,,MATCH
Golechha Diagnostics,91,9941915969,9941915973,8045375280,Verified,Not Verified,7/4 Kamarajar Salai Chennai Tamil Nadu 600028, Chennai Tamil Nadu 600028,golechha diagnostics was established in 2004 with objective of linking university research efforts to industrial application in the field of human diagnostics.the company is driven by objectives to serve through new products. we strive for excellence in competence of service in product benefit in complementarities of product.externally we offer a balanced use of product services; internally we seek correct value of marketing.we are anxious to serve our customers. with your help we shall always maintain contact with your work and you. at golechha we have products with latest technology - pcr elisa cleia and others are all available with us. golechha is the complete diagnostics/life science solution provider whether a blood bank pathology lab microbiology lab qc lab or research lab - we have it all.you can call us anytime to discuss your technical needs and questions. golechha diagnostics&rsquo; customer service is noted for being the best in the industry.,91,9.20E+11,Chennai,Tamil Nadu,600028,Financial Services & Banking,,MATCH
B.M.A. Toners,91,9840143382,8144851864,8045322573,Verified,Verified,No. 3 1st Floor 33 Venkatanarayana Road Near Nandanam Near BSNL Exchange Chennai Tamil Nadu 600035, Chennai Tamil Nadu 600035,refilling save up to for inkjet 77.5% of your printing cost. refilling save up to for toner cartridge 87.14% of your printing cost. refilling is all about refilling of empty cartridges with new ink & toner powder & replacing with some new components. this enables the cartridge to be reused saving the cost of a complete new cartridge and prevents the disposal of the old one too. as with inkjet & laser printing become increasingly expensive due to the high costs of the original printing consumables. and after providing effective environment friendly cost saving solutions for inkjet & laser printing with the added new service to our customer. refilling solutions by b m a toners are one of the most international methods to recycle all popular hp canon lexmark samsung & xerox inkjet & laser cartridges black & colour. with this expertise we came with one of the most versatile & technical solution providers available today for quality refilling and recycling of cartridges. this system of operation results in reduction of costs compared to original consumables and a fool-proof method that can be repeated on the cartridge many times over. the process is environmentally friendly since it reuses the original cartridges saving money up to ?80% for both individuals and organizations. this reiterates our commitment to saving your money and protecting our environment.,91,9.20E+11,Chennai,Tamil Nadu,600035,Telecommunications,,MISMATCH
Precision Controls,91,9840930279,8939209820,8048415777,Verified,Verified,No. 20 SIDCO Ambattur Chennai Tamil Nadu 600098, Chennai Tamil Nadu 600098,\r\n\r\nprecons is an accredited brand name in india since 1971 as design and manufacturer of heat treatment furnaces for strategic core sectors special chemical plants and thermal equipments for nuclear and atomic sectors dedicated equipments and special thermal plants for composite materials satellite components testing vacuum chambers specialized equipments for aerospace industries etc.\r\n\r\n\r\nprecons industrial furnaces and ovens are &ldquo;custom built&rdquo; to meet the modern day specialised requirements of industry by combining the well proven designs and modern techniques at the forefront of the latest technologies with modern furnace designs and solutions to meet the specifications and standards of the aircraft automotive nuclear and engineering industries.\r\n\r\n\r\nprecons understand the customer&rsquo;s requirements very clearly from all angles and supply the equipments to the respective sites erect commission and demonstrate the equipments to their full satisfaction and also train their personnel for effective utilization of the systems.\r\n\r\n\r\nprecons has received special quality award appreciation mementos from department of space atomic energy etc and has gained excellent reputation in the industrial heat treatment field.\r\n\r\n\r\nprecons provides a host of after sales services to help the equipment customers have running smoothly more efficiently and with better product quality. whether it&rsquo;s spare parts or a complete furnace upgrade or retrofit we have the resources to provide you with top-notch services such as\r\n&nbsp;\r\n\r\nupgrading or replacing your current control system.\r\nadding or changing your equipment design.\r\nscheduled maintenance.\r\nfurnace inspections &amp; equipment evaluations.\r\n\r\n\r\n\r\n,91,9.20E+11,Chennai,Tamil Nadu,600098,Manufacturing,,MATCH
Balaji Travels,91,9566230969,9840044794,8046029492,Verified,Not Verified,Old No. 376 Mint Street Chandan Complex Opposite To Sowcarpet Postoffice Chennai Tamil Nadu 600079, Chennai Tamil Nadu 600079,balaji travels was founded in 1990 by (late) mr. manshuklal m paul and mr. prashanth. we are located in the heart of chennai city south india. we have started our business as a cab operator and through our hard work satisfied customers we have grown up as a complete tours & travels operator. balaji travels services are authorized by government. our well equipped offices are providing various tours & travels services to our clients. being into the tours & travels industry we have good network all around the globe. this network enhances our business to serve our customers completely. by offering and guiding the traveler all the way their journey and search fulfilled completely. right from reserving the ticket to get back the client to their places our service is professionally programmed.,91,9.20E+11,Chennai,Tamil Nadu,600079,Hospitality & Tourism,,UNKNOWN
Luftozean Logistics Private Limited,91,9840949826,,8045319701,Verified,Not Verified,Plot No. 2014 12th Main Road Anna Nagar West Chennai Tamil Nadu 600040, Chennai Tamil Nadu 600040,in freight forwarding your first decision has to be the right decision. simply because there are no second chances when it comes to your shipment. and your decision is always based on reliability cost-effectiveness and most importantly trust.  this is where we at luftozean logistics come in. for close to a decade luftozean logistics has been delivering on freight commitments for a global and national client base at sea in air &amp; on land. on time. every time. at luftozean offices in india our customers have grown to expect excellent business terms assured commitments and most importantly safe &amp; customer-friendly service.,91,9.20E+11,Chennai,Tamil Nadu,600040,Transportation & Logistics,,UNKNOWN
