company_name,glusr_usr_mobile_country,mobile1,mobile2,pns_no,email_verified,mobile_verified,contact_address,city_state_zip,glusr_usr_company_desc,country_code,primary_phone,city,state,pincode,industry,,match_status
Blue Scope Consultancy,91,9176754464,,,Verified,Not Verified,No. 5/207 Vijayanagaram Velachery Main Road Medavakkam Chennai Tamil Nadu 600100, Chennai Tamil Nadu 600100,bluescope consultancy is a chennai based information technology and consulting firm offering a variety of it services including software development and network services (lan wan wireless pbx / ip telephony fiber optic data &amp; voice cabling network security &amp; storage services).bluescope consultancy was founded in 2006 with the goal of providing affordable enterprise-grade it services for both small and large companies. bluescope consultancy provides it services in india united states and australia.  during the course of the company's operation bluescope consultancy has built a strong reputation as a quality firm having helped design and deploy numerous networks for south &amp; north - india area firms. bluescope consultancy continues to build a reputation of offering the high quality it services today's businesses need while providing them at realistic costs.,91,9.19E+11,Chennai,Tamil Nadu,600100,Technology & Software,,MATCH
Excellence Pest Control Services,91,9444074542,9445064427,,Verified,Not Verified,no 15 B N Road 2nd Street T Nagar T Nagar Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,pest control is nothing but conception of species defined as a pest. since species(pest) might cause damage or harm to a human beings/economy people use this pest control service. the pest control is the services which will kill and protect the house/offices/industrial factories from the different types of species. there are different types of pest controls like traps poison spray space treatment repellents field burning hunting etc. are you looking for best pest control service? i would say &ndash; www. bestpestcontrol.in is the place to find those details. find the list of cheap &amp; best pest control experts in your city only on bestpestcontrol.in,91,9.19E+11,Chennai,Tamil Nadu,600017,Manufacturing,,MISMATCH
Tidal World,91,8190066599,,,Verified,Verified,No-47 Ph Road Mackica Rai Near Bell Road Signal Chennai Chennai Tamil Nadu 600029, Chennai Tamil Nadu 600029,tidal software solutions is an indian company located in chennai the metropolitan city of india. we are providing a full range of web designing services and global technique solutions that can save your time and money. tidal software solutions has been serving global customers. our vision 15 years experience in the it industry. tidal software solutions has managed to sustain a 100% growth rate since its inception both in terms of revenues and personnel. our vision serving to each retailed business clients. global client&rsquo;s services and solutions. our team leads by example with integrity and respect.\r\n'we shall deliver defect-free products services and solutions to meet the requirements of our external and internal customers the first time every time'\r\nour mission\r\n'we believe in creating an organization to provide it enabled services a company which understands and caters to client needs.&rdquo;\r\nour mission is to utilize our expertise in composite products to provide the absolute best value as measured by quality cost delivery and innovation. we are firmly and sincerely committed to providing value-packed online services of uncompromising creative quality to business and individuals. our business will always be conducted with pride and the highest degree of ethics. we will always use the most appropriate means for accomplishing each goal depending on the customer's needs. our processes are structured for quality - our process documentation and consulting tools ensure that we have everything on record.,91,9.18E+11,Chennai,Tamil Nadu,600029,Retail & E-Commerce,,MATCH
Indian Network Technology,91,8610678496,,,Verified,Verified,Asaf Nagar Near Khp Chennai Tamil Nadu 600083, Chennai Tamil Nadu 600083,,91,9.19E+11,Chennai,Tamil Nadu,600083,Technology & Software,,MISMATCH
Parveen Automobiles Private Limited,91,9500155608,9840919503,,Verified,Not Verified,Old No. 25 New No. 3/67 Sothupakkam Road Pallavayal Vadakarai Post Redhills Chennai Tamil Nadu 600052, Chennai Tamil Nadu 600052,about motor zone motorzone is held by parveen automobiles which is a unit of ab business enterprises. ab group's flagship company is parveen travels. motorzone is the first integrated service station in chennai for medium and heavy commercial vehicles. it extends its exclusivity to original equipment manufacturers through well equipped and sophisticated amenities. motorzone is equipped with machine shop fuel injection equipment calibrating unit turbo charger service wheel balancing and alignment centre and power steering unit. motorzone also does the interiors of all commercial vehicles. why motorzone &#9674; growth in vehicle sales with improved road infrastructure requires prompt service en-route &#9674; with increased technology (electrical & electronics) there is a need for capital intensive machinery & equipments along with trained manpower &#9674; increased in customer expectation for dedicated vehicle service at low cost per kilometer &#9674; the need to create shared infrastructure for vehicle manufacturers & other service providers ensures better economies of scale &#9674; emergence of one-stop-shop for vehicle owners to meet their needs servicing spares accessories insurance warranty etc. under one roof,91,9.20E+11,Chennai,Tamil Nadu,600052,Retail & E-Commerce,,MATCH
Deson Enterprises,91,9884040890,9884647361,,Verified,Verified,No. 5 Nehru Street Senthil Nagar Extension Near By Vels University Chrompet Chennai Tamil Nadu 600044, Chennai Tamil Nadu 600044,established in the year 2016 at chennai tamil nadu (india) we &ldquo;deson enterprises&rdquo; are a sole proprietorship firm involved in manufacturing a wide assortment of upvc window sliding window pvc door upvc door and many more. we offer these products at competitive prices to our respected clientele within the defined time duration. we also provide window fabrication service. we sincerely pay thanks to our mentor &ldquo;subatra (marketing head)&rdquo; who is continuously imparting quality services in the favor of our organization. we are continuously progressing among our competitors due to our innovative and well-furnished infrastructural facility.,91,9.20E+11,Chennai,Tamil Nadu,600044,Manufacturing,,MISMATCH
Industrial Fans India Private Limited,91,8939834381,,,Verified,Verified, Chennai Tamil Nadu 600119, Chennai Tamil Nadu 600119,,91,9.19E+11,Chennai,Tamil Nadu,600119,Manufacturing,,MISMATCH
Dhkc Club And Resort,91,8939000373,,,Verified,Verified,No:23/28 west shivan koil street Chennai Tamil Nadu 600026, Chennai Tamil Nadu 600026,,91,9.19E+11,Chennai,Tamil Nadu,600026,Hospitality & Tourism,,UNKNOWN
Thomafas,91,9940636465,8754556807,,Verified,Verified,C1 1st Floor 187/238 Rabhiya Building Royapettah High Road Mylapore Chennai Tamil Nadu 600004, Chennai Tamil Nadu 600004,the company consists of well trained employees to handle the job from yarn to apparel covering all major departments and with vast experience and dedication we beat the price and maintain quality consistence. dedicated sample department handles samples quickly and ship them to meet sales deadlines.we produce apparels home textiles and all its accessories and ship them together and separately as well. our product range includes home textile products men&rsquo;s  women&rsquo;s and kids clothing. we manufacture custom product range of&nbsp; cushion covers t-shirts &nbsp;boxers pants joggers polo shirt  &nbsp;sweatshirts kids t-shirts hoodies and many more.our qa team inspects every piece for its quality parameters and maintain international standards.we use express shippers like dhl/fedex/ups for delivery of samples and smaller shipments to any part of the globe in 3-4 business days. we also accept letter of credit/paypal/bank wire/credit card as payment methods. our logistics division handles all transportation by surface/ocean and air and handles entire customs paper works.,91,9.20E+11,Chennai,Tamil Nadu,600004,Financial Services & Banking,,MATCH
Southern Investments Private Limited,91,9500072800,,,Verified,Not Verified,Spring Field Apartments  3rd Floor No. 9 Jagannathan Road Nungambakkam Chennai Tamil Nadu 600034, Chennai Tamil Nadu 600034,southern investments is the first professionally managed builder in the south. beginning in 1968when si began its first project &ndash; montieth court in madras &ndash; nobody believed flats would sell. but history proved that notion wrong! today si has completed projects in the cities of chennai kochi thiruvananthapuram kozhikode trichur and bengaluru. the company has gained the distinction of having pioneered residential high-rise construction in south india. si stands for over five million square feet of great liveable homes offices and shops.,91,9.20E+11,Chennai,Tamil Nadu,600034,Real Estate & Construction,,MATCH
Yuga Design,91,9884437268,9176580291,,Verified,Verified,No. 68/13 Nehru Street Kumaran Nagar Chennai Tamil Nadu 600050, Chennai Tamil Nadu 600050,we yuga design were established in the year 2009 as a partnership firm in the industry. our operational headquarters located at chennai tamil nadu (india). our experts work in collaboration with the others to provide superior grade products to the clients and offer utmost level of satisfaction. our products range comprises of solar electric boat hybrid catamaran boat solar electric hybrid boat and many more. we provide custom fiberglass boat design services also.the reason behind our high quality range lies in the fact that these are fabricated incorporating high industrial norms. flexible payment modes fair business dealings ethical policy quality control safe dispatch has helped us carve a strong foothold in the minds and hearts of our customers. additionally we also offer maintenance service installation service and many more. our workforce is the biggest asset for the firm as it comprises of diligent professionals. further we deliver our range with the assurance of flawless finish and perfect packaging needs within the speculated time frame.,91,9.20E+11,Chennai,Tamil Nadu,600050,Manufacturing,,MISMATCH
Lon Planet Tours & Travels,91,9941059942,9941089942,,Verified,Verified,No. 3 Duraisamy Road Vadapalani Chennai Tamil Nadu 600026, Chennai Tamil Nadu 600026,,91,9.20E+11,Chennai,Tamil Nadu,600026,Hospitality & Tourism,,UNKNOWN
Jain Public School,91,9747969353,,,Verified,Verified,Thirumudivakkam Main Road Chennai Tamil Nadu 600044, Chennai Tamil Nadu 600044,amarprakash foundation as a major initiative has promoted this 'not for profit' school because education is a ray of light that can light someone&rsquo;s life. schools are the second home for our future india.\r\nour school will make a kid physically strong mentally alert emotionally stable culturally sound socially efficient and ethically excellent.thus attaining the aim of human excellence and perfection both in knowledge and life.\r\n\r\nbetter world today creates better society\r\n,91,9.20E+11,Chennai,Tamil Nadu,600044,Education Services,,UNKNOWN
RV Planners & Developers,91,9840400519,9941688799,,Verified,Verified,No. 62/40  Ramalingam House Sivasankaran Street Erukkancheri Chennai Tamil Nadu 600118, Chennai Tamil Nadu 600118,,91,9.20E+11,Chennai,Tamil Nadu,600118,Real Estate & Construction,,MISMATCH
Sri Ram Builders,91,9524852899,,,Verified,Verified,No.13 B/33 Alagiri Nagar Chennai Tamil Nadu 600026, Chennai Tamil Nadu 600026,,91,9.20E+11,Chennai,Tamil Nadu,600026,Real Estate & Construction,,MISMATCH
No Logo,91,9841195090,9841174237,,Verified,Not Verified,No. 16 2nd Floor Jayalakshmipuram 1st Street Nungambakkam Chennai Tamil Nadu 600034, Chennai Tamil Nadu 600034,nologo is an organization that believes in communication as a catalyst for change. nologo envisages a brandless world where communication dissolves the barriers fragmenting humanity and induces a sense of togetherness and concern for each other. over the last seven years of working for the development sector we have documented wide range of issues such as land livelihood education housing and disaster management across india.we took our initial strides in communication for the development sector because we felt it was a domain which lay unfamiliar to the common man who is caught up in the cobwebs of his mundane life. we sought to portray the issues haunting the rural world in the most earnest way so as to create awareness and stimulate responses from people belonging to every walk of life thereby creating a link between these two detached worlds.&nbsp;,91,9.20E+11,Chennai,Tamil Nadu,600034,Real Estate & Construction,,MISMATCH
Dhanraj Constructions,91,9677802033,,,Verified,Verified,Near Kodambakkam Railway Station Kodambakkam Chennai Tamil Nadu 600024, Chennai Tamil Nadu 600024,,91,9.20E+11,Chennai,Tamil Nadu,600024,Real Estate & Construction,,MISMATCH
SVV Infra Architecting Private Limited,91,9840578591,,,Verified,Not Verified,No 40/73 West Madha Church Street Royapuram Opp To St Peter School Chennai Tamil Nadu 600013, Chennai Tamil Nadu 600013,running a business itself is a big task involving a set of complicated operations. having a group of companies and becoming successful in conducting every one of the group's businesses is really a multi task affair. only a handful of people are able to succeed in such ventures.svv group a chennai based group company stands an example of how to operate many companies under one roof. management consultants architecting builders and promoters  trust etc are the lines of business svv group has been successfully conducting.,91,9.20E+11,Chennai,Tamil Nadu,600013,Real Estate & Construction,,MATCH
M I T Brooms,91,8072597270,,,Verified,Verified,N.No.16 O.No. 25/2 Ramasamy Chetty Street Pulianthope Chennai Tamil Nadu 600012, Chennai Tamil Nadu 600012,m i t brooms is established in the year 2017. we are a leading manufacturer supplier of grass brooms. the entire production process is being carried out under the supervision of managers who ensure smooth execution of the same. furthermore our administrative personnel always strive to develop more client-centric ethical business policies which make us to serve our customers in the most promising manner.,91,9.18E+11,Chennai,Tamil Nadu,600012,Manufacturing,,MATCH
Sri Vari Industries,91,9551552827,9094320890,,Verified,Verified,No. 131/1 Mettukuppam Main Road Chennai Tamil Nadu 600095, Chennai Tamil Nadu 600095,established in the year 2013 at chennai tamil nadu we &ldquo;sri vari industries&rdquo; is sole proprietorship firm engaged in the manufacturing and wholesaling a quality assortment of school furniture stainless steel chair hospital furniture canteen furniture and many more. we believe that our clientele are our most important asset and we make sure that they receive what they deserve and that is the best. also we have adopted stringent excellence control procedures which enable us to deliver only best and quality tested products into the market. we also provide furniture maintenance service and hospital furniture repair service. under the management of our mentor &ldquo;jeya chandran (manager)&rdquo; we have achieved a perfect position in the industry.,91,9.20E+11,Chennai,Tamil Nadu,600095,Healthcare Services,,UNKNOWN
Sri Vingtensvra College Of Engineering And Technology,91,9677275392,,,Verified,Verified,Pulchra Palladam Chennai Tamil Nadu 600074, Chennai Tamil Nadu 600074,,91,9.20E+11,Chennai,Tamil Nadu,600074,Technology & Software,,MISMATCH
Www.JayasviConstruction.com,91,8939729008,,,Verified,Verified,Number R41dveple Plot No 2 Golden Colony Chennai Tamil Nadu 600050, Chennai Tamil Nadu 600050,,91,9.19E+11,Chennai,Tamil Nadu,600050,Real Estate & Construction,,MISMATCH
Yogesh Engineers,91,9381000015,,,Verified,Not Verified,City Centre 3 Floor 39 Thirumalai Pillai Road Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,marketing industrial pumps and allied industrial products.\r\nsupply delivery and after sale service.,91,9.19E+11,Chennai,Tamil Nadu,600017,Manufacturing,,MISMATCH
Jeevan Graphics,91,9486516038,9486858399,,Verified,Verified,No. 6 Periya Pallivasal Street Sivakasi Chennai Tamil Nadu 600107, Chennai Tamil Nadu 600107,commenced in the year 2010 jeevan graphics has carved a remarkable niche in the market. ownership type of our firm is sole proprietorship. or company&rsquo;s headquarter is located at sivakasi and having office at chennai tamil nadu (india). we are the topmost manufacturer of uv driers for different applications.  uv conveyors interdeck uv equipments led uv uv for flexo and gravure uv for glass uv for wood uv for plastics  ir driers also we are the system integrators in industrial automation. we are giving following services. plc programming retrofiting old plcs with new plc. market ac drives and servo drives hmis. cut-to-length programing ink key control for offset printing   ,91,9.19E+11,Chennai,Tamil Nadu,600107,Manufacturing,,MATCH
Bismi Air Conditioner,91,9791474428,7401364321,,Verified,Verified,No. 212 Velachery Main Road Selaiyur Post Chennai Tamil Nadu 600073, Chennai Tamil Nadu 600073,incorporated in the year 2015 at chennai tamil nadu we &ldquo;bismi air conditioner&rdquo; are sole proprietorship firm engaged in the manufacturing and trading an enormous range of bottle cooler electric cooler milk cooler water cooler and many more. also strict superiority checks are been approved by us over the entire assortment to assure that our products are faultless and are in fulfillment with the norms defined by the industry. clients have shown their massive trust and as a result of which we are frequently receiving orders from the huge clientele. ,91,9.20E+11,Chennai,Tamil Nadu,600073,Manufacturing,,MISMATCH
Adinath Shop,91,9962153377,,,Verified,Verified,No. 376 2nd Floor Mint Street Sowcarpet Chennai Tamil Nadu 600079, Chennai Tamil Nadu 600079,,91,9.20E+11,Chennai,Tamil Nadu,600079,Retail & E-Commerce,,MISMATCH
Green Network Telecom Private Limited,91,8015789973,9677078096,,Verified,Verified,No. 2/7A 16th Cross Street Indira Nagar Adyar Chennai Tamil Nadu 600020, Chennai Tamil Nadu 600020,,91,9.18E+11,Chennai,Tamil Nadu,600020,Telecommunications,,MISMATCH
Tamil Tourism Development Corporation,91,9940150861,,,Verified,Verified,Anna Road Chennai Tamil Nadu 600002, Chennai Tamil Nadu 600002,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;ttdc was incorporated during june 1971 under the companies act 1956. the entire share capital of rs.10.43 crores has been subscribed by the state government. ttdc was formed with the objective of promoting tourism in tamilnadu by providing infrastructure facilities of transport and accommodation. to fulfil this objective ttdc has expanded its activities into 3 main operations namely hotels transport and fairs. ttdc is at present having 53 hotels across tamil nadu. out of the 53 hotels under the control of ttdc ttdc is currently operating 22 hotels. all hotels have been upgraded to ensure comfortable stay for the tourists. the transport division is having a fleet of 13 coaches operating tours ranging from half-day to 14 days covering the southern states. ttdc is having an exhibition in island ground chennai with 21 acres for conducting exhibitions.,91,9.20E+11,Chennai,Tamil Nadu,600002,Transportation & Logistics,,UNKNOWN
GevenTech,91,9655778454,,,Verified,Not Verified,Plot No.6 Sai Sugan Apartment Vengateshwara Nagar 2nd Cross Street Chennai Tamil Nadu 600042, Chennai Tamil Nadu 600042,geventech started in 2010 with the purpose of providing friendly software services that keep both our customers and development team happy. geventech is comprised of talented individuals who are passionate about building quality software applications.,91,9.20E+11,Chennai,Tamil Nadu,600042,Technology & Software,,MATCH
SSS Exports Services,91,9003027894,9840634293,,Verified,Verified,No. 5 Padmanabhanagar Behind Standard Chartered Bank Lane Opposite To Allahabad Bank Adyar Chennai Tamil Nadu 600020, Chennai Tamil Nadu 600020,we introduce our selves as team of professional technocrats with varied work experience in all facets of diesel power plants hydraulics and all related auxiliaries. we are one of the leading and professionally managed technical solution and service providers based at chennai rendering services pertaining to various activities involved in the better performance of plant operations. \time & quality\ are the principles of ours and this resulted in growth of our activities. we are equipped with latest technological background and infrastructure. sss was founded in 2006 to provide first class components for diesel engines used in marine stationary and locomotive applications and in the field of hydraulics. the focus is on critical components where standard of quality is of utmost importance. with this aim sss has secured the distributorship of world renowned original equipment manufacturers (oem) to serve you.,91,9.19E+11,Chennai,Tamil Nadu,600020,Manufacturing,,MATCH
Srishas Foundation,91,9840682515,9884013178,,Verified,Not Verified,No. 72 & 73 Siruvallur High Road Chennai Tamil Nadu 600011, Chennai Tamil Nadu 600011, srishas foundations was launched on its path to glory by mr.s.sundar the husband of the proprietor mrs. s. shanthi. he began modestly with just one project per year. consequently with each passing year the number of projects per year and the size of the projects have increased. but the sheer quality of construction the manner of satisfying every customer&rsquo;s fancy and absolute commitment to on-time-delivery have made srishas foundations the preferred builders for discerning and well-informed sections of people in chennai. as natural disasters like earthquake have started shaking the confidence of people as well as shoddy constructions even rivals have to acknowledge the extraordinary care and technique invested by srishas foundations in earthquake - proofing their structures. state-of-the-art designs use of only quality raw materials meticulous execution of the work the attention to detail in finishing as well as interior designs and last but not the least the crafting of every square foot of living or working space to the utmost satisfaction of the customer are the factors behind pushing srishas foundations to the front rank of premium builders in chennai. ,91,9.20E+11,Chennai,Tamil Nadu,600011,Real Estate & Construction,,MATCH
Madraas Meals,91,9566153651,,,Verified,Verified,No.2 8th street Chennai Tamil Nadu 600061, Chennai Tamil Nadu 600061,are you eating hotel food everyday or cooking has become monotonous?here is the solution we deliver delicious home cooked food with daily changing menu at your door step.for monthly subscription & bulk orders we can customise the menu and timing (subject to advance booking).,91,9.20E+11,Chennai,Tamil Nadu,600061,Hospitality & Tourism,,UNKNOWN
Eye 5 Industrial Brush Manufacturer,91,9363355764,,,Verified,Verified,Mangadu Chennai Tamil Nadu 600100, Chennai Tamil Nadu 600100,,91,9.19E+11,Chennai,Tamil Nadu,600100,Manufacturing,,MISMATCH
Lg Best Shop,91,9840775097,,,Verified,Verified,Pillar No 143 Attapur Chennai Tamil Nadu 600044, Chennai Tamil Nadu 600044,,91,9.20E+11,Chennai,Tamil Nadu,600044,Retail & E-Commerce,,MISMATCH
Qappstech,91,9042017934,,,Verified,Verified,45/52A Raag Durbar Sterling Road Nungambakkam Chennai Tamil Nadu 600034, Chennai Tamil Nadu 600034,shopieasy is an advanced online shopping store that provides unique functionality and easy-to-use.shopieasy is a cost consuming ecommerce solutions that provides remarkable control and adaptability.create-your-online-store??? with our shopieasy online shopping store you can target on your running business instead of wasting time on maintaining the ecommerce website.our perceptive platform is build online store to legitimize you client who manages the online store business to gain more profit.??? we are continuously upgrading and enhancing the proficiency of the shopieasy to make sure that our ecommerce platform consists of awesome ecommerce website design ecommerce web development integration and data management which makes the online shopping and marketing in an advanced way.??? our partnership with you is to make your own online store success and delivering long term satisfaction.,91,9.19E+11,Chennai,Tamil Nadu,600034,Retail & E-Commerce,,MATCH
Balmer Lawrie Van Leer Limited,91,9443273077,8939825342,,Verified,Verified,G. S. T. Road Janakipuram Village Madurantankam Taluk Kanchipuram District Chennai Tamil Nadu 603306, Chennai Tamil Nadu 603306,balmer lawrie van leer limited  was established in 2006.and we are the manufacturer &  trader of industrial plastic products plastic barrels industrial barrels etc.,91,9.19E+11,Chennai,Tamil Nadu,603306,Manufacturing,,MATCH
Futureeye Global Technologies,91,9176221930,,,Verified,Verified,No. 24 Meeran Sahib Street Mount Road Soundarajan Street T. Nagar Chennai Tamil Nadu 600002, Chennai Tamil Nadu 600002,santhosh tronics is a wholesale distribution business providing complete range of electronic products and security systems all over india & abroad. we are professional distinguished distribution company in the electronic surveillance industry a leading company in the global industry for full range of cctv solutions (camera cctv surveillance system switcher recorder accessories and many more) time attendance & access control system fire alarm systems system hotel automation system and others also. continuously for 24 hours & 365 days our technical team is looking for new products with latest technology and latest fashion design to meet changing market requirements.,91,9.19E+11,Chennai,Tamil Nadu,600002,Technology & Software,,MATCH
Green Kraftz Green Shop,91,9176658789,8190874572,,Verified,Verified,No. 82  First Floor F2 4th Street Maruthi Nagar Chennai Tamil Nadu 600126, Chennai Tamil Nadu 600126,,91,9.19E+11,Chennai,Tamil Nadu,600126,Retail & E-Commerce,,MISMATCH
Gg Contractors,91,9381163052,9790976690,,Verified,Verified,No: 4/3835th Street Periyar Nagar Vellakkal Medavakkam Chennai Tamil Nadu 600100, Chennai Tamil Nadu 600100,gg contractors company is recognized as the most preferred building contractor in and around chennai as we also offer residential and commercial properties on contract basis. having around 15 years of experience in building flats residences commercial buildings individual houses and apartments we have gained expertise in the civil construction business.,91,9.19E+11,Chennai,Tamil Nadu,600100,Real Estate & Construction,,MATCH
Kanishka Construction,91,9047775351,,,Verified,Verified,Manahalli Chennai Tamil Nadu 600028, Chennai Tamil Nadu 600028,,91,9.19E+11,Chennai,Tamil Nadu,600028,Real Estate & Construction,,MISMATCH
Arihant Industrial Store,91,9840526828,9840172709,,Verified,Verified,No. 84/32 Sami Pillai Street Ground Floor Chennai Tamil Nadu 600112, Chennai Tamil Nadu 600112,,91,9.20E+11,Chennai,Tamil Nadu,600112,Retail & E-Commerce,,MISMATCH
Shalom Construction,91,9345143909,,,Verified,Verified,Thiruverkadu Chennai Tamil Nadu 600077, Chennai Tamil Nadu 600077,,91,9.19E+11,Chennai,Tamil Nadu,600077,Real Estate & Construction,,MISMATCH
Ashok Realtors,91,9789893252,9789808109,,Verified,Not Verified,No. 2/1 Pandit Nehru Street Kodungaiyur Chennai Tamil Nadu 600118, Chennai Tamil Nadu 600118,service provider of real estate agent plotting commercial residencial building tower.,91,9.20E+11,Chennai,Tamil Nadu,600118,Real Estate & Construction,,MATCH
Sri Ram Construction,91,9677019409,,,Verified,Verified,Krishnapuram  Ambe Gaur Road Chennai Chennai Tamil Nadu 600053, Chennai Tamil Nadu 600053,,91,9.20E+11,Chennai,Tamil Nadu,600053,Real Estate & Construction,,MISMATCH
Sha Nathmal Dharamchand And Company,91,9841086648,9962852698,,Verified,Verified,140 Amman Koil Street Kondithope Chennai Tamil Nadu 600079, Chennai Tamil Nadu 600079,sha nathmal dharamchand &amp; co is a partnership owned organization came with a vision to excel in this tough market competition. the company was founded in 1970 and started doing business as a manufacturer supplier exporter trader and distributor of a broad spectrum of cotton cloth garment zip knitted elastic woven elastic and many more products. known for their superior quality our products are highly admired among the customers that are based all over the country. we manufacture them utilizing quality raw material and make them best in terms of quality and durability. we also ensure quality in our products as we have undertaken and adopted several stringent quality control measures. to understand the exact clients&rsquo; specifications we over and over again conduct the surveys of market and make every effort to accomplish them successfully.,91,9.20E+11,Chennai,Tamil Nadu,600079,Manufacturing,,MATCH
Huriya International,91,9840043706,,,Verified,Verified,Venkatesa Bathan Street Chennai Tamil Nadu 600007, Chennai Tamil Nadu 600007,huriya international established in the year 2007 as a sole proprietorship one of the leading manufacturers wholesaler retailer supplier and exporter of ladies shoes men's shoes kids shoes ladies apparel men's apparel dancing shoes and many more.    ,91,9.20E+11,Chennai,Tamil Nadu,600007,Retail & E-Commerce,,MATCH
Fireworks Dealers & Displayers,91,9600410121,8098628595,,Verified,Verified,No. 27 Gopala Krishnan Road Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,fire works dealers &amp; displayers in chennai is one of india's leading suppliers of crackers and fireworks. the crackers and fireworks manufacturing unit is situated in sivakasi  southern part of india. fire works dealers &amp; displayers was established in 2002 and promoted by mr. p.seenivasan and mr. r balan - partners of the firm. our products include all variety of crackers fireworks fountains chinese crackers and specializing in aerial and whistling novelties. in the past 9 years by providing best service and quality products to our customers we have a vast number of esteemed customers proving our trustworthiness.,91,9.20E+11,Chennai,Tamil Nadu,600017,Manufacturing,,MISMATCH
Leo Diamond Tools,91,9840291570,,,Verified,Verified,Plot No. 90 Arul Murugan Nandavanam Nagar Nemilichery Chromepet Chennai Tamil Nadu 600044, Chennai Tamil Nadu 600044,we are counted among one of the leading manufacturers and suppliers of an extensive collection of industrial diamond tools electroplated diamond grinding wheels diamond dressers. these are constructed using best grade of basic material and are valued for their superior quality performance and durability.backed by rich industrial experience we have attained reputed position in the industry. the offered range is well equipped in compliance with the international quality standards. we have an expert team of professionals who work hard round the clock to enhance the performance of the delivered products and the production rate. the team we have employed works diligently to ensure the quality and the delivery of the consignment on time. our professionals are well aware of the quality parameters and helps us in procuring products in accordance with the clients&rsquo; diverse demands. we have been able to provide our products in custom made specifications in order to suit a wide array of requirements of our clients.,91,9.20E+11,Chennai,Tamil Nadu,600044,Manufacturing,,MATCH
Govis,91,9841071919,9444072919,,Verified,Verified,20 53rd Street 9th SectorK.K.Nagar Chennai Tamil Nadu 600078, Chennai Tamil Nadu 600078,govis infra was founded in the year 1990 as govis engineers and builders and quickly established excellent reputation in the building construction &amp; refurbishment field for expansive expertise and the use of modern technology to achieve results. we win work through positive personal relationships understanding client needs and priorities being innovative in the solutions we develop and delivering what and when we promise.\r\nwe are a fast growing business with capacity to run multiple projects throughout chennai and other parts of tamil nadu  with experience working in some of the city&rsquo;s finest properties to the highest of specifications.\r\ngovis infra can provide complete project management and full turnkey service. we have the ability to offer all trades plus specialist services where required with many years of practical experience for:\r\n\r\ncommercial property development\r\nresidential development-refurbishment &amp; new building.\r\nprojects &amp; property management services\r\ncivil engineering\r\nmechanical &amp; electrical services\r\n\r\nthe company has the skills and resources available in-house to provide a client focused service that delivers quality construction projects in a safe and professional sustainable manner. we have extensive experience of working clients in all markets and have a robust long established supply chain of subcontractors and suppliers who are also skilled in working in busy city centre locations to tight deadlines.\r\nour range of services encompasses preparation of project estimates planning  surveys pre-construction and build ability advice traditional procurement design &amp; build restoration and refurbishment interior fit out and civil engineering\r\nas one of the most trusted civil engineering companies in chennai our clients trust us to take projects from concept to completion in the most cost-effective and efficient manner while making sure we consider the impact of any civil engineering project on local communities and environments too. our mission is to provide construction solutions in an environment where people feel safe secure and valued.,91,9.20E+11,Chennai,Tamil Nadu,600078,Real Estate & Construction,,MATCH
Halal Asia Services LLP,91,7550029905,7550026578,,Verified,Verified,No. 68 B 1st Floor 2nd Main Road 3rd Cross Street VGP Layout Palavakkam Chennai Tamil Nadu 600041, Chennai Tamil Nadu 600041,has management believes that it is the right of every citizen of the world to receive food and services that is made adhering to the highest standard in quality and hygiene and it is also the credibility of the industries and manufactures and other support services like logistics &amp; warehouses to produce and serve such product. in order to match the requirements has has taken up the complete responsibility to ensure the food products consumables and services are in compliance with the standards defined by regulatory and conformity authorities and its benchmark would be the fundamental elements for measuring the work of a conformity evaluation and assessment body such as has.&nbsp; &nbsp;vision to strive forwe strive to be the most credible and competent certification body by providing the best operating standards to ensure trust in quality and continual improvement in market share for our clients by manufacturing and providing reliable products and empowering the consumer with ease of access to safe healthy hygiene and halal compliant products and services.&nbsp; &nbsp;mission to scale upsocialize = socialize &amp; communicateeffectively by creating awareness among the industrialist students researchers and consumers on the need for safe healthy hygiene &amp; halal foods and services.credibility = establish credibility through excellence in quality of process product &amp; service and to focus on continual improvementanalyze = analyze the market potential and update the stakeholders on the latest trends.lead= be the invincible leader inthe certification industry by setting new benchmarkethical- empower and encourage the stakeholders to preserve the ecosystem through ethical deeds.has focuses to touch and add value to the lifestyle of every individual by creating awareness on the opportunities that are available for the development and manufacturing of new products &amp; services by sharing the industrial best practices that helps in developing reliable products there by eliminating poor quality products and reducing waste caused by ineffective processes poor quality of system and workmanship due to lack of awareness on technology advancements and inadequate resources.lastly has aims for enhanced quality and improved competitiveness of companies by providing support and stimulating them to continually improve their production systems and promoting free trade.,91,9.18E+11,Chennai,Tamil Nadu,600041,Manufacturing,,MATCH
LNT Construction,91,8111993396,9488391384,,Verified,Verified,Manapakkam Chennai Tamil Nadu 600089, Chennai Tamil Nadu 600089,,91,9.18E+11,Chennai,Tamil Nadu,600089,Real Estate & Construction,,MISMATCH
